id,order_date,customer_id,status,serial_number,address,notes,delivery_date,employee_id,created_at,updated_at,coupon_id,delivery_fee,payment_method,payment_note,invoice_id,invoice_no,local_id,delivery_code,seller_id,commission_rate
92,2024-02-14 13:13:51,53,done,202400530002,,,,2.0,2024-02-14 10:13:51,2024-02-15 23:13:15,,0.0,CASH,,,,,,,
93,2024-02-15 17:08:18,27,done,202400270004,,,2024-02-15 18:00:00,2.0,2024-02-15 14:08:18,2024-02-15 23:12:48,,0.0,CASH,,,,,,,
94,2024-02-16 21:02:04,35,preparing,202400350001,,,,2.0,2024-02-16 18:02:04,2024-03-08 14:21:01,,0.0,CASH,,,,,,,
95,2024-02-16 23:03:40,51,preparing,202400510002,,,,2.0,2024-02-16 20:03:40,2024-02-16 21:54:34,,0.0,CASH,,,,,,,
96,2024-02-17 10:15:55,56,done,202400560001,,,2024-02-19 10:00:00,2.0,2024-02-17 07:15:55,2024-02-17 07:16:57,,0.0,CASH,,,,,,,
97,2024-02-17 17:25:29,52,waiting,202400520002,,,2024-02-17 21:00:00,,2024-02-17 14:25:29,2024-02-17 14:25:29,,0.0,CASH,,,,,,,
98,2024-02-18 08:50:03,46,done,202400460002,,,,2.0,2024-02-18 05:50:03,2024-02-18 14:13:15,,0.0,CASH,,,,,,,
99,2024-02-19 14:52:25,57,waiting,202400570001,,,,,2024-02-19 11:52:25,2024-02-19 11:52:25,,0.0,CASH,,,,,,,
100,2024-02-20 19:26:45,52,preparing,202400520003,,,2024-02-20 21:00:00,2.0,2024-02-20 16:26:45,2024-02-20 17:26:32,,0.0,CASH,,,,,,,
101,2024-02-20 20:12:32,56,preparing,202400560002,,,2024-02-20 21:00:00,2.0,2024-02-20 17:12:32,2024-02-20 17:26:42,,0.0,CASH,,,,,,,
102,2024-02-21 11:58:59,59,canceled,202400590001,,,,2.0,2024-02-21 08:58:59,2024-02-21 14:34:58,,0.0,CASH,,,,,,,
103,2024-02-21 22:43:39,62,waiting,202400620001,,,2024-02-22 17:00:00,,2024-02-21 19:43:39,2024-02-21 19:43:39,,0.0,CASH,,,,,,,
104,2024-02-23 00:25:01,65,canceled,202400650001,,,,65.0,2024-02-22 21:25:01,2024-04-02 20:34:14,,0.0,CASH,,,,,,,
105,2024-02-23 02:02:07,5,canceled,202400050014,,,,5.0,2024-02-22 23:02:07,2024-04-02 07:04:02,,0.0,CASH,,,,,,,
106,2024-02-23 14:37:05,5,canceled,202400050015,,,,5.0,2024-02-23 11:37:05,2024-04-02 07:03:58,,0.0,CASH,,,,,,,
107,2024-02-23 17:56:53,27,waiting,202400270005,,,,,2024-02-23 14:56:53,2024-02-23 14:56:53,,0.0,CASH,,,,,,,
108,2024-02-23 18:03:49,27,waiting,202400270006,,,,,2024-02-23 15:03:49,2024-02-23 15:03:49,,0.0,CASH,,,,,,,
109,2024-02-23 20:05:05,67,canceled,202400670001,,,,67.0,2024-02-23 17:05:05,2024-02-23 17:08:58,,0.0,CASH,,,,,,,
110,2024-02-23 20:47:44,67,waiting,202400670002,,,2024-02-24 08:00:00,,2024-02-23 17:47:44,2024-02-23 17:47:44,,0.0,CASH,,,,,,,
111,2024-02-24 02:40:52,67,preparing,202400670003,,,2024-02-24 08:00:00,2.0,2024-02-23 23:40:52,2024-02-25 23:33:50,,0.0,CASH,,,,,,,
112,2024-02-25 10:52:51,43,preparing,202400430002,,,,2.0,2024-02-25 07:52:51,2024-02-25 07:53:23,,0.0,CASH,,,,,,,
113,2024-02-25 19:02:51,57,preparing,202400570002,,,2024-02-26 12:00:00,2.0,2024-02-25 16:02:51,2024-02-25 23:33:25,,0.0,CASH,,,,,,,
114,2024-02-25 19:28:41,51,preparing,202400510003,,,2024-02-26 09:00:00,2.0,2024-02-25 16:28:41,2024-02-25 23:33:15,,0.0,CASH,,,,,,,
115,2024-02-25 22:44:03,68,preparing,202400680001,,,2024-02-26 12:00:00,2.0,2024-02-25 19:44:03,2024-02-25 23:33:05,,0.0,CASH,,,,,,,
116,2024-02-26 01:47:12,69,preparing,202400690001,,,,2.0,2024-02-25 22:47:12,2024-02-25 23:32:51,,0.0,CASH,,,,,,,
117,2024-02-26 19:30:37,19,waiting,202400190004,,,,,2024-02-26 16:30:37,2024-02-26 16:30:37,,0.0,CASH,,,,,,,
118,2024-02-27 11:15:17,56,waiting,202400560003,,,,,2024-02-27 08:15:17,2024-02-27 08:15:17,,0.0,CASH,,,,,,,
119,2024-02-27 11:16:49,56,waiting,202400560004,,,,,2024-02-27 08:16:49,2024-02-27 08:16:49,,0.0,CASH,,,,,,,
120,2024-02-27 11:17:57,56,waiting,202400560005,,,,,2024-02-27 08:17:57,2024-02-27 08:17:57,,0.0,CASH,,,,,,,
121,2024-02-27 17:39:43,22,waiting,202400220004,,,,,2024-02-27 14:39:43,2024-02-27 14:39:43,,0.0,CASH,,,,,,,
122,2024-02-28 07:39:55,70,canceled,202400700001,,,,2.0,2024-02-28 04:39:55,2024-02-28 05:19:40,,0.0,CASH,,,,,,,
123,2024-02-28 07:47:38,71,canceled,202400710001,,,2024-02-28 09:00:00,2.0,2024-02-28 04:47:38,2024-02-28 05:19:22,,0.0,CASH,,,,,,,
124,2024-02-28 08:59:31,71,canceled,202400710002,,,,2.0,2024-02-28 05:59:31,2024-02-28 06:02:30,,0.0,CASH,,,,,,,
125,2024-02-28 09:06:39,71,canceled,202400710003,,,,2.0,2024-02-28 06:06:39,2024-02-28 06:12:04,,0.0,CASH,,,,,,,
126,2024-02-28 12:09:52,55,canceled,202400550001,,,2024-02-29 21:00:00,2.0,2024-02-28 09:09:52,2024-02-29 15:46:46,,0.0,CASH,,,,,,,
127,2024-02-28 12:55:43,72,canceled,202400720001,,,,72.0,2024-02-28 09:55:43,2024-03-07 12:14:35,,0.0,CASH,,,,,,,
128,2024-02-28 16:49:31,27,canceled,202400270007,,,,27.0,2024-02-28 13:49:31,2024-02-28 14:24:27,,0.0,CASH,,,,,,,
129,2024-03-01 13:37:36,56,preparing,202400560006,,,,2.0,2024-03-01 10:37:36,2024-03-01 19:54:41,,0.0,CASH,,,,,,,
130,2024-03-01 13:43:18,56,preparing,202400560007,,,,2.0,2024-03-01 10:43:18,2024-03-01 19:54:55,,0.0,CASH,,,,,,,
131,2024-03-01 19:03:37,68,done,202400680002,,,2024-03-02 17:00:00,2.0,2024-03-01 16:03:37,2024-03-01 19:55:04,,0.0,CASH,,,,,,,
132,2024-03-01 19:30:48,74,preparing,202400740001,,,,2.0,2024-03-01 16:30:48,2024-03-01 19:55:55,,0.0,CASH,,,,,,,
133,2024-03-01 22:56:10,67,waiting,202400670004,,,,,2024-03-01 19:56:10,2024-03-01 19:56:10,,0.0,CASH,,,,,,,
134,2024-03-02 18:17:28,55,preparing,202400550002,,,2024-03-03 17:00:00,2.0,2024-03-02 15:17:28,2024-03-02 15:27:00,,0.0,CASH,,,,,,,
135,2024-03-03 18:04:21,57,waiting,202400570003,,,,,2024-03-03 15:04:21,2024-03-03 15:04:21,,0.0,CASH,,,,,,,
136,2024-03-03 18:09:19,52,waiting,202400520004,,,2024-03-03 19:00:00,,2024-03-03 15:09:19,2024-03-03 15:09:19,,0.0,CASH,,,,,,,
137,2024-03-04 11:20:42,67,done,202400670005,,,,2.0,2024-03-04 08:20:42,2024-03-04 10:29:40,,0.0,CASH,,,,,,,
138,2024-03-04 16:51:44,55,waiting,202400550003,,,2024-03-05 21:00:00,,2024-03-04 13:51:44,2024-03-04 13:51:44,,0.0,CASH,,,,,,,
139,2024-03-04 22:33:15,53,waiting,202400530003,,,,,2024-03-04 19:33:15,2024-03-04 19:33:15,,0.0,CASH,,,,,,,
140,2024-03-06 01:46:46,54,preparing,202400540002,,,,2.0,2024-03-05 22:46:46,2024-03-06 12:46:47,,0.0,CASH,,,,,,,
141,2024-03-06 11:04:36,27,preparing,202400270008,,,2024-03-06 17:00:00,2.0,2024-03-06 08:04:36,2024-03-06 12:46:35,,0.0,CASH,,,,,,,
142,2024-03-06 11:31:33,46,preparing,202400460003,,,,2.0,2024-03-06 08:31:33,2024-03-06 12:46:27,,0.0,CASH,,,,,,,
143,2024-03-06 19:10:06,52,waiting,202400520005,,,2024-03-06 21:00:00,,2024-03-06 16:10:06,2024-03-06 16:10:06,,0.0,CASH,,,,,,,
144,2024-03-06 22:15:11,75,canceled,202400750001,,,,75.0,2024-03-06 19:15:11,2024-03-11 23:07:48,,0.0,CASH,,,,,,,
145,2024-03-06 22:25:40,75,done,202400750002,,,,2.0,2024-03-06 19:25:40,2024-03-06 19:26:01,,0.0,CASH,,,,,,,
146,2024-03-08 13:27:29,56,preparing,202400560008,,,,2.0,2024-03-08 10:27:29,2024-03-08 11:14:41,,0.0,CASH,,,,,,,
147,2024-03-08 13:29:21,56,preparing,202400560009,,,,2.0,2024-03-08 10:29:21,2024-03-08 11:14:33,,0.0,CASH,,,,,,,
148,2024-03-08 13:31:49,51,preparing,202400510004,,,,2.0,2024-03-08 10:31:49,2024-03-08 11:14:24,,0.0,CASH,,,,,,,
149,2024-03-08 18:13:41,74,preparing,202400740002,,,,2.0,2024-03-08 15:13:41,2024-03-08 15:21:38,,0.0,CASH,,,,,,,
150,2024-03-08 20:34:39,19,preparing,202400190005,,,,2.0,2024-03-08 17:34:39,2024-03-08 18:36:10,,0.0,CASH,,,,,,,
151,2024-03-09 15:51:46,52,preparing,202400520006,,,2024-03-09 18:00:00,2.0,2024-03-09 12:51:46,2024-03-09 14:09:04,,0.0,CASH,,,,,,,
152,2024-03-09 18:09:27,68,canceled,202400680003,,,2024-03-09 20:00:00,68.0,2024-03-09 15:09:27,2024-03-09 16:54:21,,0.0,CASH,,,,,,,
153,2024-03-09 19:53:27,68,waiting,202400680004,,,2024-03-10 12:00:00,,2024-03-09 16:53:27,2024-03-09 16:53:27,,0.0,CASH,,,,,,,
154,2024-03-10 00:21:38,57,preparing,202400570004,,,,2.0,2024-03-09 21:21:38,2024-03-10 06:38:07,,0.0,CASH,,,,,,,
155,2024-03-10 13:40:33,56,waiting,202400560010,,,,,2024-03-10 10:40:33,2024-03-10 10:40:33,,0.0,CASH,,,,,,,
156,2024-03-11 03:10:06,43,preparing,202400430003,,,,2.0,2024-03-11 00:10:06,2024-03-11 07:42:37,,0.0,CASH,,,,,,,
157,2024-03-11 16:57:26,35,canceled,202400350002,,,,35.0,2024-03-11 13:57:26,2024-03-12 16:53:31,,0.0,CASH,,,,,,,
158,2024-03-12 14:32:35,75,waiting,202400750003,,,,,2024-03-12 11:32:35,2024-03-12 11:32:35,,0.0,CASH,,,,,,,
159,2024-03-12 15:12:11,69,done,202400690002,,,,2.0,2024-03-12 12:12:11,2024-03-13 03:22:39,,0.0,CASH,,,,,,,
160,2024-03-13 00:03:25,35,done,202400350003,,,,2.0,2024-03-12 21:03:25,2024-03-13 03:22:01,,0.0,CASH,,,,,,,
161,2024-03-13 00:11:08,56,done,202400560011,,,,2.0,2024-03-12 21:11:08,2024-03-13 03:21:53,,0.0,CASH,,,,,,,
162,2024-03-13 08:06:35,5,canceled,202400050016,,,,5.0,2024-03-13 05:06:35,2024-04-02 07:03:55,,0.0,CASH,,,,,,,
163,2024-03-13 14:38:52,27,waiting,202400270009,,,,,2024-03-13 11:38:52,2024-03-13 11:38:52,,0.0,CASH,,,,,,,
164,2024-03-14 22:51:51,57,waiting,202400570005,,,,,2024-03-14 19:51:51,2024-03-14 19:51:51,,0.0,CASH,,,,,,,
165,2024-03-15 00:04:45,72,waiting,202400720002,,,,,2024-03-14 21:04:45,2024-03-14 21:04:45,,0.0,CASH,,,,,,,
166,2024-03-16 14:49:22,75,done,202400750004,,,,2.0,2024-03-16 11:49:22,2024-03-16 19:32:53,,0.0,CASH,,,,,,,
167,2024-03-17 02:36:24,35,waiting,202400350004,,,,,2024-03-16 23:36:24,2024-03-16 23:36:24,,0.0,CASH,,,,,,,
168,2024-03-17 06:40:21,78,canceled,202400780001,,,,2.0,2024-03-17 03:40:21,2024-03-17 19:37:55,,0.0,CASH,,,,,,,
169,2024-03-17 14:56:06,52,preparing,202400520007,,,2024-03-17 21:00:00,2.0,2024-03-17 11:56:06,2024-03-17 19:37:20,,0.0,CASH,,,,,,,
170,2024-03-17 19:44:16,79,preparing,202400790001,,,,2.0,2024-03-17 16:44:16,2024-03-17 19:37:30,,0.0,CASH,,,,,,,
171,2024-03-17 22:17:06,22,preparing,202400220005,,,,2.0,2024-03-17 19:17:06,2024-03-17 19:37:40,,0.0,CASH,,,,,,,
172,2024-03-18 21:39:44,51,waiting,202400510005,,,,,2024-03-18 18:39:44,2024-03-18 18:39:44,,0.0,CASH,,,,,,,
173,2024-03-19 15:23:44,81,canceled,202400810001,,,2024-03-19 17:00:00,81.0,2024-03-19 12:23:44,2024-03-19 12:26:35,,0.0,CASH,,,,,,,
174,2024-03-19 15:53:04,68,waiting,202400680005,,,2024-03-19 17:00:00,,2024-03-19 12:53:04,2024-03-19 12:53:04,,0.0,CASH,,,,,,,
175,2024-03-19 17:32:40,75,waiting,202400750005,,,,,2024-03-19 14:32:40,2024-03-19 14:32:40,,0.0,CASH,,,,,,,
176,2024-03-19 22:16:01,56,waiting,202400560012,,,,,2024-03-19 19:16:01,2024-03-19 19:16:01,,0.0,CASH,,,,,,,
177,2024-03-20 03:27:13,68,waiting,202400680006,,,,,2024-03-20 00:27:13,2024-03-20 00:27:13,,0.0,CASH,,,,,,,
178,2024-03-20 19:50:57,27,waiting,202400270010,,,,,2024-03-20 16:50:57,2024-03-20 16:50:57,,0.0,CASH,,,,,,,
179,2024-03-21 00:57:17,49,waiting,202400490001,,,,,2024-03-20 21:57:17,2024-03-20 21:57:17,,0.0,CASH,,,,,,,
180,2024-03-21 08:09:34,83,canceled,202400830001,,,,83.0,2024-03-21 05:09:34,2024-03-21 05:10:25,,0.0,CASH,,,,,,,
181,2024-03-21 10:25:27,5,canceled,202400050017,,,,84.0,2024-03-21 07:25:27,2024-03-21 08:45:02,,0.0,CASH,,,,,,,
182,2024-03-21 15:17:31,43,done,202400430004,,,2024-03-21 20:00:00,2.0,2024-03-21 12:17:31,2024-03-23 07:40:51,,0.0,CASH,,,,,,,
183,2024-03-21 16:09:22,69,done,202400690003,,,,2.0,2024-03-21 13:09:22,2024-03-23 07:40:42,,0.0,CASH,,,,,,,
184,2024-03-22 01:01:29,85,canceled,202400850001,,,,85.0,2024-03-21 22:01:29,2024-03-21 22:02:15,,0.0,CASH,,,,,,,
185,2024-03-22 19:33:09,56,preparing,202400560013,,,2024-03-23 21:00:00,2.0,2024-03-22 16:33:09,2024-03-23 07:40:31,,0.0,CASH,,,,,,,
186,2024-03-22 20:19:30,57,done,202400570006,,,,2.0,2024-03-22 17:19:30,2024-03-23 07:40:21,,0.0,CASH,,,,,,,
187,2024-03-23 23:56:58,52,preparing,202400520008,,,2024-03-23 21:00:00,2.0,2024-03-23 20:56:58,2024-03-24 10:06:57,,0.0,CASH,,,,,,,
188,2024-03-24 00:53:15,61,preparing,202400610001,,,,2.0,2024-03-23 21:53:15,2024-03-24 10:06:45,,0.0,CASH,,,,,,,
189,2024-03-24 01:18:12,61,preparing,202400610002,,,,2.0,2024-03-23 22:18:12,2024-03-24 10:06:40,,0.0,CASH,,,,,,,
190,2024-03-25 07:48:05,86,canceled,202400860001,,,,2.0,2024-03-25 04:48:05,2024-03-25 15:59:00,,0.0,CASH,,,,,,,
191,2024-03-25 15:25:41,75,preparing,202400750006,,,,2.0,2024-03-25 12:25:41,2024-03-25 15:59:11,,0.0,CASH,,,,,,,
192,2024-03-25 22:45:36,67,waiting,202400670006,,,,,2024-03-25 19:45:36,2024-03-25 19:45:36,,0.0,CASH,,,,,,,
193,2024-03-26 00:38:00,19,done,202400190006,,,,2.0,2024-03-25 21:38:00,2024-03-26 04:47:04,,0.0,CASH,,,,,,,
194,2024-03-27 10:35:22,80,waiting,202400800001,,,,,2024-03-27 07:35:22,2024-03-27 07:35:22,,0.0,CASH,,,,,,,
195,2024-03-27 15:23:29,68,canceled,202400680007,,,2024-03-27 21:00:00,68.0,2024-03-27 12:23:29,2024-03-27 21:25:15,,0.0,CASH,,,,,,,
196,2024-03-27 17:33:59,75,waiting,202400750007,,,,,2024-03-27 14:33:59,2024-03-27 14:33:59,,0.0,CASH,,,,,,,
197,2024-03-27 18:18:41,56,waiting,202400560014,,,,,2024-03-27 15:18:41,2024-03-27 15:18:41,,0.0,CASH,,,,,,,
198,2024-03-27 18:19:29,56,waiting,202400560015,,,,,2024-03-27 15:19:29,2024-03-27 15:19:29,,0.0,CASH,,,,,,,
199,2024-03-27 19:52:53,68,canceled,202400680008,,,,68.0,2024-03-27 16:52:53,2024-03-27 21:25:11,,0.0,CASH,,,,,,,
200,2024-03-27 21:48:33,57,waiting,202400570007,,,,,2024-03-27 18:48:33,2024-03-27 18:48:33,,0.0,CASH,,,,,,,
201,2024-03-28 04:39:41,22,preparing,202400220006,,,,2.0,2024-03-28 01:39:41,2024-03-28 08:21:55,,0.0,CASH,,,,,,,
202,2024-03-28 22:21:29,38,waiting,202400380001,,,,,2024-03-28 19:21:29,2024-03-28 19:21:29,,0.0,CASH,,,,,,,
203,2024-03-29 02:18:47,75,waiting,202400750008,,,,,2024-03-28 23:18:47,2024-03-28 23:18:47,,0.0,CASH,,,,,,,
204,2024-03-29 22:24:17,52,waiting,202400520009,,,,,2024-03-29 19:24:17,2024-03-29 19:24:17,,0.0,CASH,,,,,,,
205,2024-03-30 01:43:32,69,waiting,202400690004,,,,,2024-03-29 22:43:32,2024-03-29 22:43:32,,0.0,CASH,,,,,,,
206,2024-03-30 16:29:08,43,waiting,202400430005,,,,,2024-03-30 13:29:08,2024-03-30 13:29:08,,0.0,CASH,,,,,,,
207,2024-03-30 16:55:45,43,canceled,202400430006,,,,43.0,2024-03-30 13:55:45,2024-03-30 16:15:46,,0.0,CASH,,,,,,,
208,2024-03-30 20:13:13,69,waiting,202400690005,,,,,2024-03-30 17:13:13,2024-03-30 17:13:13,,0.0,CASH,,,,,,,
209,2024-03-30 20:34:15,80,waiting,202400800002,,,,,2024-03-30 17:34:15,2024-03-30 17:34:15,,0.0,CASH,,,,,,,
210,2024-03-30 21:56:25,51,waiting,202400510006,,,2024-03-30 21:00:00,,2024-03-30 18:56:25,2024-03-30 18:56:25,,0.0,CASH,,,,,,,
211,2024-03-31 00:00:37,75,waiting,202400750009,,,,,2024-03-30 21:00:37,2024-03-30 21:00:37,,0.0,CASH,,,,,,,
212,2024-03-31 07:18:50,52,waiting,202400520010,,,2024-03-31 21:00:00,,2024-03-31 04:18:50,2024-03-31 04:18:50,,0.0,CASH,,,,,,,
213,2024-03-31 19:34:44,56,waiting,202400560016,,,,,2024-03-31 16:34:44,2024-03-31 16:34:44,,0.0,CASH,,,,,,,
214,2024-03-31 19:37:38,56,waiting,202400560017,,,,,2024-03-31 16:37:38,2024-03-31 16:37:38,,0.0,CASH,,,,,,,
215,2024-04-01 13:15:29,27,waiting,202400270011,,,2024-04-01 21:00:00,,2024-04-01 10:15:29,2024-04-01 10:15:29,,0.0,CASH,,,,,,,
216,2024-04-01 17:37:40,49,waiting,202400490002,,,,,2024-04-01 14:37:40,2024-04-01 14:37:40,,0.0,CASH,,,,,,,
217,2024-04-01 23:20:04,87,waiting,202400870001,,,,,2024-04-01 20:20:04,2024-04-01 20:20:04,,0.0,CASH,,,,,,,
218,2024-04-02 00:05:38,57,waiting,202400570008,,,,,2024-04-01 21:05:38,2024-04-01 21:05:38,,0.0,CASH,,,,,,,
219,2024-04-02 02:06:16,75,waiting,202400750010,,,,,2024-04-01 23:06:16,2024-04-01 23:06:16,,0.0,CASH,,,,,,,
220,2024-04-02 03:09:12,67,waiting,202400670007,,,2024-04-03 08:00:00,,2024-04-02 00:09:12,2024-04-02 00:09:12,,0.0,CASH,,,,,,,
221,2024-04-02 10:30:38,5,waiting,202400050018,,,,5.0,2024-04-02 07:30:38,2024-04-02 07:30:38,,0.0,CASH,,,,,,,
222,2024-04-02 21:52:33,47,waiting,202400470002,,,,,2024-04-02 18:52:33,2024-04-02 18:52:33,,0.0,CASH,,,,,,,
223,2024-04-02 22:09:42,47,waiting,202400470003,,,,,2024-04-02 19:09:42,2024-04-02 19:09:42,,0.0,CASH,,,,,,,
224,2024-04-03 22:17:41,79,waiting,202400790002,,,,,2024-04-03 19:17:41,2024-04-03 19:17:41,,0.0,CASH,,,,,,,
225,2024-04-03 22:35:24,79,waiting,202400790003,,,,,2024-04-03 19:35:24,2024-04-03 19:35:24,,0.0,CASH,,,,,,,
226,2024-04-04 21:44:57,19,waiting,202400190007,,,,,2024-04-04 18:44:57,2024-04-04 18:44:57,,0.0,CASH,,,,,,,
227,2024-04-05 00:01:36,72,waiting,202400720003,,,,,2024-04-04 21:01:36,2024-04-04 21:01:36,,0.0,CASH,,,,,,,
228,2024-04-05 02:17:11,5,waiting,202400050019,,,,5.0,2024-04-04 23:17:11,2024-04-04 23:17:11,,0.0,CASH,,,,,,,
229,2024-04-05 21:36:41,57,waiting,202400570009,,,,,2024-04-05 18:36:41,2024-04-05 18:36:41,,0.0,CASH,,,,,,,
230,2024-04-05 22:16:00,56,waiting,202400560018,,,,,2024-04-05 19:16:00,2024-04-05 19:16:00,,0.0,CASH,,,,,,,
231,2024-04-05 22:18:07,56,waiting,202400560019,,,,,2024-04-05 19:18:07,2024-04-05 19:18:07,,0.0,CASH,,,,,,,
